id,resolution,brand_name,description,name_rus,CommercialTypeName4,rating_1_count,rating_2_count,rating_3_count,rating_4_count,rating_5_count,comments_published_count,photos_published_count,videos_published_count,PriceDiscounted,item_time_alive,item_count_fake_returns7,item_count_fake_returns30,item_count_fake_returns90,item_count_sales7,item_count_sales30,item_count_sales90,item_count_returns7,item_count_returns30,item_count_returns90,GmvTotal7,GmvTotal30,GmvTotal90,ExemplarAcceptedCountTotal7,ExemplarAcceptedCountTotal30,ExemplarAcceptedCountTotal90,OrderAcceptedCountTotal7,OrderAcceptedCountTotal30,OrderAcceptedCountTotal90,ExemplarReturnedCountTotal7,ExemplarReturnedCountTotal30,ExemplarReturnedCountTotal90,ExemplarReturnedValueTotal7,ExemplarReturnedValueTotal30,ExemplarReturnedValueTotal90,ItemVarietyCount,ItemAvailableCount,seller_time_alive,ItemID,SellerID
377144,0,Kingston,"USB флеш-накопитель Borofone UD1 - это аксессуар высокого качества. Корпус изготовлен из металла, имеет удобную форму и компактные размеры. Используется для хранения и передачи любой электронной информации. Маленький и очень удобный , позволяет всегда иметь при себе нужные файлы.Oтличное решение для подключения к ноутбукам, планшетам, консолям, телевизорам. Имеет удобную форму и компактные размеры.","USB-флеш-накопитель Kingston / USB-Флешка / Flash карта 3.0 ,16 ГБ",Флэш драйв,,,,,,,,,588.7083379881003,69,0,0,0,0,0,20,0,0,0,1105.6989065505827,1105.6813386997958,1560.5720942164633,194.0,194.0,10855.0,161.0,161.0,9016.0,4.0,72.0,1367.0,770.8685190005194,1077.9641649403586,1371.2834249657212,4.0,4.0,274.0,185117,1566
199817,0,ROCK,"Беспроводные дизайнерские наушники Кот Дораемон Rock Doraemon Cat Claw (Кошачий коготь) TWS Earphones - настоящие беспроводные наушники, сочетающие в себе крутой дизайн и современные технологии. Эти наушники идеально подходят для тех, кто хочет наслаждаться музыкой в стиле, не жертвуя качеством звука. Дизайн выполнен в стиле кота Дораемона. Его легкая конструкция обеспечивает портативность и позволяет брать наушники с собой, куда бы вы ни отправились. Дизайн футляра создан с тщательным вниманием к деталям, излучает элегантность и является модным аксессуаром, дополня",Беспроводные дизайнерские наушники Кот Дораемон Rock Doraemon Cat Claw (Кошачий коготь) TWS Earphones бежевые,Гарнитура для PC,,,,,,,,,808.1450665132435,28,0,0,0,0,0,0,0,0,0,,1069.444442005812,1069.459004235773,,11.0,11.0,,11.0,11.0,,2.0,2.0,,882.6731366698286,882.6706261881158,8.0,8.0,28.0,97824,476
409388,0,Art-Gsm,,Аккумулятор для Xiaomi BN30 Redmi 4A 3030/3120mAh,Аккумулятор для мобильного телефона,,,,,,,,,633.7683512373567,1,0,0,0,0,0,0,0,0,0,1077.5705162990344,1285.8832868711636,1330.079274153254,47.0,322.0,498.0,47.0,317.0,493.0,3.0,15.0,33.0,777.9727242801735,1030.5611657175948,1076.703316381364,81.0,81.0,93.0,199802,5615
431067,0,ZeepDeep,"Этот аккумулятор для ноутбука - идеальное решение для тех, кто ищет замену своему старому или слабому источнику питания. Он обладает высокой емкостью и продолжительным временем работы, обеспечивая надежную и бесперебойную работу вашего ноутбука. Кроме того, он очень прост в использовании и легко устанавливается на ваше устройство.<br/>Характеристика товара: <br/> ▷ Название устройства: MacBook Air 13 Retina. <br/> ▷ Модельный год: Late 2018, Mid 2019, Early 2020. <br/> ▷ Модель: A1932, A2179. <br/> ▷ Для: Apple. <br/> ▷ Совместимость: Apple A2179. ","ZeepDeep Аккумулятор для ноутбука Apple, (A1932)",Аккумулятор для ноутбука,,,,,,,,,913.9371154115348,204,0,0,0,0,0,0,0,0,0,1129.727625464194,1266.104205846129,1380.8146013056205,21.0,83.0,286.0,21.0,77.0,272.0,0.0,0.0,1.0,0.0,0.0,702.7950583907013,4.0,4.0,314.0,209958,4724
138484,0,,Поддерживаемые модели<br/><br/>Xiaomi Redmi Note 9,Шлейф для Xiaomi Redmi Note 9 (M2003J15SC) межплатный,Шлейфы для телефонов,,,,,,,,,581.2690965741269,1,0,0,0,0,0,0,0,0,0,1079.2181687183663,1196.3529994362536,1217.7730346954572,72.0,217.0,267.0,68.0,205.0,255.0,1.0,5.0,7.0,653.6663065413661,822.5056555311922,849.4434359823839,19.0,19.0,56.0,67943,233
393593,0,,Керамический жернов для горизонтальных кофемолок автоматических кофемашин Saeco / Philips / Gaggia. Фирменная деталь от производителя Saeco.,Керамический жернов для горизонтальных кофемолок автоматических кофемашин Saeco / Philips / Gaggia,"Запчасти для кофемашины, кофеварки",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.0348963653115,138,0,0,0,0,0,1,0,0,1,1223.7484540023895,1365.784524420233,1472.0684736564938,109.0,464.0,1368.0,104.0,449.0,1307.0,8.0,19.0,61.0,965.0134052250006,1071.286303896066,1181.7769007322809,1.0,1.0,341.0,192572,290
40929,0,ProFDetali,"Подсветка для телевизора Philips 32PFL4218H/12.
Партномер: LB-F3528-GJX320307-C, LB-F3528-GJX320307-B, LB-F3528-GJX320307-G, LB-F3528-GJX320307-H, LB32067 V0_01, LB32080 V0-00, LB32080 V0_00, LB32080 V0_01, LB32080 V0_03, TPT315B5, GJ-2K16 D2P5-315 D307-V2.2, GJ-2K16 GEMINI-315 D307-V1.1, LBM320M0701-LD-1(5), 210BZ07D0433T9C00X, 210BZ07D04339DC00X, 210BZ07D0B33TCC00E, 210BZ07D04CCT0100D, 210BZ07D0433T0700L, 210BZ07D04CC4DC00D, 4905-J2T46V4C-O-07942, LB-F3528-GJ40409B, LB-PF3030-GJD2P53153X7AHV2-B, LB-PF3030-GJD2P53153X7AHV2-D, LB-PM3030-GJD2P53153X7AHE2-D, LBM320P0701-FC-2, GJ-DLEDII P5-315 D307-V6, GJ-2K15 D2P5-315 D307-V3.1 01L68-2, LB-PF3030-GJD2P53153X7AHU2-D совместима с телевизором PHILIPS 32PFL4218H/12.<br>Диагональ: 32""  <br><br>Информация: 3 планки 614 мм (либо 620 мм) по 7 светодиодов   <br><br>Напряжение диодов: 3v  <br>За комплект: Да <br><br>Перед покупкой с",Подсветка для телевизора Philips 32PFL4218H/12,Запчасти для телевизора,,,,,,,,,781.1042112402907,6,0,0,0,0,0,0,0,0,0,1300.8709613966355,1452.5301474479245,1554.3981745649774,127.0,537.0,1422.0,126.0,534.0,1408.0,8.0,42.0,141.0,999.6700044887008,1223.408333156871,1322.1322738282702,9.0,9.0,346.0,20459,24
337032,0,AbubekirZe,"НОВИНКА!<br/><br/>Данная ручка-щетка (чистящая ручка) представляет собой многофункциональный набор инструментов для быстрой и эффективной чистки труднодоступных участков компьютерных наушников и всех остальных видов наушников, телефонов, смартфонов, ноутбуков, компьютерной мыши, клавиатуры, фотоаппаратов и других видов техники от грязи, пыли и ушной серы,что делает его незаменимым инструментом для поддержания чистоты и порядка. Она включает в себя щетку с кистью для очистки клавиатуры, щетку для очистки наушников, а также клавиатуросъемник (зажим для вы","Ручка щетка для чистки клавиатуры, наушников AirPods, гаджетов 2 в 1, цвет: белый, AbubekirZE",Набор аксессуаров для электроники,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,626.5309569079421,291,0,0,0,0,0,0,0,0,0,1163.093428441663,1185.8555593744102,1365.9346181872731,73.0,85.0,316.0,33.0,45.0,251.0,0.0,0.0,9.0,0.0,0.0,1051.8939340009986,1.0,1.0,303.0,165908,11296
50453,0,Levsha kaluga,"<p>Мы используем только НОВЫЕ комплектующие при сборке ПК.<p><p>С какими производителями мы работаем? Kingston fury, Adata, G.Skill, Msi, AsRock, Gigabyte, Samsung, HP.<p><p>Используем систему жидкостного охлаждения на процессорах от i7.<p><p>Качество сборки: Все компоненты ПК были аккуратно и надежно установлены в стильный корпус. Качественные материалы и безупречная обработка каждой детали создают ощущение надежности и долговечности.<p><p>Качество комплектующих: В основе нашего игрового ПК лежит мощный процессор от Intel, который гарантирует стабильную и плавную работу даже при высоких наг","Levsha kaluga Системный блок Игровой компьютер Геркулес (Intel Core i7-13700KF, RAM 64 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4070 (12 ГБ), Windows 10 Pro), белый",Настольный компьютер,,,,,,,,,1252.6280780476525,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,150.0,150.0,119.0,25195,442
223604,0,HotComputers,Dell Latitude e5510 dp/n cr/n 0t892t 0t5cdr,"Матрица совместимая с LTN156AT08, Диагональ 15.6, 1366x768 (HD), Samsung, Глянцевая, Светодиодная (LED)",Матрица для ноутбука,,,,,,,,,809.2342217917482,747,0,0,0,0,0,0,0,0,0,1453.1003856188297,1599.332067882123,1710.5270086969688,1305.0,5617.0,17822.0,1157.0,5162.0,16404.0,61.0,359.0,1146.0,1169.469904651241,1342.8477906109615,1462.1676321282596,136.0,136.0,1097.0,109857,69
316468,0,Helpico,"Шнек для мясорубки, подходит для мясорубок Elenberg (Эленберг), Vitek (Витек), Scarlett (Скарлетт) , Panasonic (Панасоник), Philips (Филипс).<br/><br/>Длина шнека 119,5 мм;<br/><br/>Посадочное место квадрат 8 мм.<br/><br/>Для чего нужен шнек в мясорубке? Это одна из наиболее важных деталей, которая выполняет несколько функций:<ul><li>именно на нее надевается нож, с помощью которого перерабатывается сырье;</li><li>спиралевидная форма детали способствует продвижению мяса от горловины до ножа и выходного отверстия;</li><li>деталь принимает основную нагрузку, если в механизм попали твердые части, а также жи","Шнек, подходит для мясорубки Elenberg, Vitek, Scarlett, Delfa, Panasonic, Philips AMM98C-180",Запчасти для мясорубки,,,,,,,,,638.2278430623547,394,0,0,0,0,0,0,0,0,0,1270.0528927651028,1420.697647133817,1518.7368883659303,604.0,3030.0,7988.0,569.0,2726.0,7270.0,15.0,82.0,237.0,885.1894236629769,1063.96005446121,1181.4748831962554,2.0,2.0,457.0,155794,1528
61886,0,,Плата разъема питания с микрофоном для Xiaomi Mi5x,Плата разъема питания с микрофоном для Xiaomi Mi5x,Шлейфы для телефонов,,,,,,,,,593.4715538826939,738,0,0,0,0,0,0,0,0,0,1518.6129482538497,1655.9312574621688,1768.1164704862083,3346.0,12862.0,41269.0,3089.0,11913.0,37469.0,158.0,684.0,2023.0,1238.5282002656306,1384.9778789034235,1490.029626586473,1089.0,1089.0,1882.0,30993,249
251876,1,Marshall,"Наушники майор 4 – это настоящий шедевр в мире звука и стиля. Они представляют собой беспроводные наушники с высоким качеством звучания, которые сразу привлекают внимание своим неповторимым дизайном. Классический стиль Мажор 4 исключительно гармонично сочетается с современными технологиями, что делает эти наушники не только функциональными, но и стильными аксессуарами. Наушники беспроводные оснащены передовой технологией блютус, что дает возможность наслаждаться музыкой без лишних проводов. С помощью кнопок на наушниках можно управлять проигрыва","Наушники беспроводные Marshall MAJOR 4 (IV), Черные / Black",Наушники Bluetooth,4.0,3.0,7.0,14.0,134.0,210.0,134.0,13.0,855.1313205167387,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,123752,8991
210844,0,,"Сальник, прокладка, уплотнитель, резинка, уплотнительное кольцо бака к стиральной машине Diamond (Даймонд, Диамонд) Eco Bubble (Эко Бабл) Crystal Slim (Кристал Слим) 35х65,55х10/12<br/><br/>Сальник бака для стиралки имеет размеры примерно 35*65,55*10/12 мм, где 35 внутренний диаметр, 65,55 внешний, 10/12 толщина.<br/><br/>Коды взаимозамен сальника: DC6200008A / SU1001, 35×65.55×10/12, SLB001SA, DC62-00008A, WT293, 03at112, NQK041<br/><br/>Устанавливается на модели:<br/><br/>WD70J5410AW/LD	WD70J5410AW<br/><br/>WD806U2GAGD/LP	WD806U2GAGD<br/><br/>WD806U2GAWQ/LP	WD806U2GAWQ<br/><br/>WD80J7250GW/LP	WD80J7250GW/LP<br/><br/>WD80J7250GX/LP	WD80J7250GX/LP<br/><br/>WD80K52E0AW/LP	WD80K52E0AW<br/><br/>WD80K52E0AX/LP	WD80K52E0AX<br/><br/>WD80K52E0ZW/LP	WD80K52E0ZW<br/><br/>WD80K52E0ZX/LP	W","Сальник подшипника бака 35X65,55X10/12 GP NQK для стиральной машины Samsung","Запчасти для стиральной, сушильной машины",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,707.3900755432427,3,0,0,0,0,0,0,0,0,0,1019.9796719392036,1020.0016837690324,1019.9834730676532,15.0,15.0,15.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,4.0,103364,2992
69443,0,,Аккумулятор для Samsung Galaxy A33 5G (A336B)/A53 5G (A536B) (EB-BA536ABY),Аккумулятор для Samsung Galaxy A33 5G (A336B)/A53 5G (A536B) (EB-BA536ABY),Аккумулятор для мобильного телефона,,,,,,,,,730.94041416993,81,0,0,0,0,0,0,0,0,0,752.464445598949,752.4554672358809,946.5382268487956,1.0,1.0,9.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,153.0,34630,309
352011,0,,,"Комплект подшипников и сальник для стиральной машины SAMSUNG 5-6кг. Сальник 25х50.55х10/12, подшипники 6204 и 6203","Запчасти для стиральной, сушильной машины",0.0,0.0,0.0,1.0,11.0,0.0,3.0,0.0,664.0839997219233,110,0,0,0,1,1,1,0,0,0,1190.197437367846,1347.4045351602897,1433.2177096886674,117.0,503.0,1294.0,113.0,483.0,1198.0,2.0,6.0,13.0,746.4878995134695,886.7654806489717,957.4528980948912,1.0,1.0,122.0,173186,4165
15825,0,Levsha kaluga,"<p>Мы используем только НОВЫЕ комплектующие при сборке ПК.<p><p>С какими производителями мы работаем? Kingston fury, Adata, G.Skill, Msi, AsRock, Gigabyte, Samsung, HP.<p><p>Используем систему жидкостного охлаждения на процессорах от i7.<p><p>Качество сборки: Все компоненты ПК были аккуратно и надежно установлены в стильный корпус. Качественные материалы и безупречная обработка каждой детали создают ощущение надежности и долговечности.<p><p>Качество комплектующих: В основе нашего игрового ПК лежит мощный процессор от Intel, который гарантирует стабильную и плавную работу даже при высоких наг","Levsha kaluga Системный блок Мощный игровой Пк Феникс (Intel Core i9-14900KF, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4070 Ti (12 ГБ), Windows 10 Pro), белый",Настольный компьютер,,,,,,,,,1270.3403422283222,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,366.0,366.0,117.0,7962,442
34514,0,,Этот пульт подходит к следующей аппаратуре:<br>Телевизор Samsung CK-2085XR<br>Телевизор Samsung CK-22B7SR<br>Телевизор Samsung CS-15K2Q<br>Является пультом для управления техникой указанных брендов.<br>Заменяет пульты предоставляемые заводами-изготовителями данных брендов в комплекте с управляемой ими техникой.,Пульт к SAMSUNG AA59-10129B box (10107N),Универсальный пульт для электроники,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.9488596116754,950,0,0,0,0,0,0,0,0,0,1299.057402790123,1438.262684522062,1547.4173070112577,1207.0,4581.0,13443.0,971.0,3627.0,10526.0,21.0,98.0,263.0,902.9428780300734,1081.5743980248635,1177.044370487251,123.0,123.0,1646.0,17303,10
15213,0,,"Все изменилось. Закончился круговорот насилия, недоверия и обмана. Завершена череда ошибок, связанных с богами греческого пантеона, – злополучное соглашение с Аресом, убийство семьи, ненависть и безумие, а в итоге грандиозное разрушение Олимпа. Ярость Кратоса стала причиной множества бед. Но что будет, когда он сделает правильный выбор? И почему он решил так поступить?Бог войны изменился... Это больше не тот Кратос, которого вы зналиСтудия Santa Monica и ее творческий директор Кори Барлог представляют новую эпоху серии God of War. Кратосу, выбравшему жизнь обычног","Игра God of war Диск (PlayStation 4, PlayStation 5, Русская версия)",Видеоигра Sony,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,752.3511034277931,101,0,0,0,1,10,18,0,1,1,1103.040636655254,1261.7483254027306,1406.8295031642351,29.0,157.0,712.0,29.0,155.0,701.0,1.0,11.0,37.0,742.8977530026601,980.2929278868186,1101.1836985200412,3.0,3.0,409.0,7685,988
425943,0,,,Шлейф для Xiaomi Redmi 4 Pro+системный разъем,Шлейфы для телефонов,,,,,,,,,529.4038685530255,45,0,0,0,0,0,0,0,0,0,1208.6493405467074,1366.26143906316,1464.4882968336506,235.0,1094.0,2734.0,220.0,1060.0,2611.0,16.0,80.0,165.0,963.4730257737828,1135.0642789308342,1208.7671974110694,5.0,5.0,204.0,207494,66
440082,0,Promise Mobile,,"Аккумуляторная батарея для Xiaomi Mi4i (BM33) 3120 mAh, 12Wh",Аккумулятор для мобильного телефона,,,,,,,,,658.0808514100836,1,0,0,0,0,0,0,0,0,0,1147.1600011418222,1206.0344175639325,1327.4418676438695,20.0,47.0,169.0,16.0,41.0,146.0,0.0,3.0,9.0,0.0,922.9093989908332,1056.5678294839463,1.0,1.0,840.0,214170,1996
290205,1,Cantlor,"Геймпад Беспроводной контроллер PS4 (джойстик) Playstation 4 V2 для смартфона, для ПК розовый - это универсальное устройство ручного ввода, предназначенное для игр на консоли PlayStation 4, а также на компьютере или смартфоне. Благодаря беспроводной технологии, джойстик обеспечивает комфортную игру без неудобных проводов, что особенно важно при использовании смартфона.<br><br>Геймпад PS4 V2 имеет стильный розовый дизайн, который подчеркнет ваш индивидуальный стиль и добавит ярких ноток в игровой процесс. Эргономичная форма джойстика и удобные кнопки позволяют долгое вре","Cantlor Джойстик PS4, Bluetooth, светло-розовый",Джойстик,,,,,,,,,746.96137403657,39,0,0,0,0,0,0,0,0,0,703.8006159190397,934.8904743412968,1025.971593869152,1.0,9.0,20.0,1.0,6.0,16.0,0.0,2.0,2.0,0.0,779.4877268306483,779.5052774195764,1.0,1.0,65.0,142737,4871
230920,0,,"
Пожалуйста перед  оформлением  заказа внимательно сверьте вашу модель пылесоса на совместимость во избежании спорных вопросов и возвратов.

Прравое колесо пылесоса Xiaomi Mijia Sweeping Robot G1, Vacuum-Mop Essential SKV4136GL / Mijia G1 SKV4135CN MJSTG1 (R)
Гарантия качества!
",Правое колесо пылесоса Vacuum-Mop Essential SKV4136GL / Mijia G1 SKV4135CN MJSTG1 (R),Запчасти для пылесоса,0.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,786.4266868849988,72,0,0,0,0,5,14,0,0,0,1111.4314964982414,1252.5023639126227,1361.6769919882888,51.0,184.0,516.0,51.0,178.0,502.0,4.0,16.0,28.0,910.1812260870915,1037.657437019454,1094.9859776834237,1.0,1.0,80.0,113379,325
311920,0,,,Дисплей для Samsung J3 2016 (J320) (черный) OLED,Дисплеи для телефонов,,,,,,,,,822.3418827977056,189,0,0,0,0,0,0,0,0,0,1177.5117719101358,1290.745363329693,1384.2575434690164,86.0,301.0,717.0,86.0,291.0,702.0,5.0,14.0,43.0,902.1422983265948,998.2600842854356,1108.069322662529,167.0,167.0,232.0,153494,134
31962,0,2UUL,"Клей 2UUL Mr. Glue 25мл Незаменимый клей для использования в процессе ремонта iPhone/iPad/Samsung/Xiaomi/Honor и прочей электронной техники. Не растекается и имеет оптимально вязкую текстуру, превосходящую аналоги по характеристикам Тонкий аппликатор с иголкой в крышке для предотвращения засыхания клея в носике аппликатора Время первичного схватывания: 3-6 минут,время полного застывания: 24-48 часов (в зависимости от условий окружающей среды). Быстросохнущий супер сильный клей для ремонта сенсорных экранов телефонов",Быстросохнущий клей для ремонта сенсорных экранов (прозрачный),"Расходные материалы для ремонта мобильного телефона, смартфона",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,606.3110780553277,19,0,0,0,0,0,0,0,0,0,1040.4176384686214,1200.7639385578047,1288.770379146688,100.0,412.0,983.0,94.0,381.0,920.0,4.0,10.0,33.0,725.3359642085896,819.2754346132465,976.504895731716,2.0,2.0,1045.0,16046,482
324022,0,iQZiP,Полифонический динамик (Buzzer) для Xiaomi Redmi Note 4,Полифонический динамик (Buzzer) для Xiaomi Redmi Note 4,Динамики/Звонки для телефонов,,,,,,,,,687.4545590442594,1,0,0,0,0,0,0,0,0,0,1178.3563080632116,1286.0224346263922,1286.0431253268346,60.0,171.0,171.0,58.0,156.0,156.0,3.0,4.0,4.0,839.7676451233834,920.4691915318656,920.5003804099238,52.0,52.0,1207.0,159469,6
264139,0,,Мешок многоразовый для пылесоса PHILIPS FC8390 PERFORMER COMPACT,Мешок многоразовый для пылесоса PHILIPS (Филипс) FC8390 PERFORMER COMPACT,Пылесборник,,,,,,,,,733.9656722093727,749,0,0,0,0,0,0,0,0,0,1502.283194993588,1657.3159352602556,1747.3204723566137,3136.0,15404.0,36961.0,2815.0,13698.0,32634.0,96.0,318.0,756.0,1161.6620697515575,1281.9723647616652,1378.1905781642186,190.0,190.0,905.0,129932,198
245767,0,HUAYU,"Обязательно сверяйте свой пульт с фото на сайте. Настройки не требует. Работает сразу, после установки батареек.",Пульт для телевизора Samsung UE32ES5507V,Универсальный пульт для электроники,,,,,,,,,663.6846624723777,285,0,0,0,0,0,0,0,0,0,1240.3141037987775,1395.935660422639,1518.8121230097006,255.0,1155.0,3816.0,249.0,1111.0,3663.0,8.0,40.0,135.0,902.5250798161074,1058.4930979931323,1174.309799467607,130.0,130.0,1234.0,120721,270
95400,0,HUAYU,"Пульт для телевизора. Настройки не требует. Работает сразу, после установки батареек.",Пульт для телевизора Philips 40PFL3107K,Запчасти для телевизора,,,,,,,,,665.1795496462155,660,0,0,0,0,0,0,0,0,0,1278.1188783470343,1416.0130766291456,1531.022693785078,469.0,1858.0,5505.0,461.0,1825.0,5423.0,12.0,44.0,145.0,903.438082758894,1031.7800459227235,1154.721815344495,2.0,2.0,1062.0,47111,270
312468,0,borofone,,"borofone Кабель для мобильных устройств USB 2.0 Type-A/Apple Lightning, 2 м, белый",Кабель для подключения периферийных устройств,,,,,,,,,594.287660608621,771,0,0,0,0,0,0,0,0,0,928.02836975945,1178.9026725439635,1305.1487205559945,16.0,119.0,402.0,16.0,114.0,344.0,3.0,4.0,20.0,798.7810221152661,871.787878907473,1002.019167873386,38.0,38.0,1295.0,153735,437
41932,0,Boss Mobile,"Перед отправкой наши аккумуляторы проходят проверку на специальных тестерах и только после необходимых значений упаковываются и отправляются клиентам. С компанией Boss Mobile ,не стоит волноваться о качестве, все волнения и заботы мы берем на себя. Вам остается только получить заказанную запчасть и с помощью специализированных мастеров установить ее в свое устройство.

Внимание 1. Пожалуйста, позвольте крошечным отклонениям в размере из-за человеческого измерения. 2. Не разбирайте, не ударяйте, не сжимайте и не бросайте в огонь. В случае сильного отека прекр",Аккумулятор для Samsung A720 Galaxy A7 (2017);Samsung J730 Galaxy J7 (2017) (EB-BA720ABE),Аккумулятор для мобильного телефона,,,,,,,,,695.613380542608,311,0,0,0,0,0,1,0,0,0,1109.439865037491,1247.1767041632188,1367.912625228435,72.0,250.0,884.0,72.0,248.0,789.0,3.0,12.0,52.0,827.2124320770167,952.8604143526768,1107.6865680144415,82.0,82.0,329.0,20952,88
10456,0,,"Тэн универсальный, мощность 1950W, подходит для стиральной машины  Bosch(Бош)",Тэн 1950W универсальный для стиральной машины Bosch(Бош),"Запчасти для стиральной, сушильной машины",,,,,,,,,768.842852335178,9,0,0,0,0,0,0,0,0,0,852.5030674110625,882.8214730750801,882.8204386957209,7.0,10.0,10.0,7.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,5269,1932
239326,0,Leather Collection,"Картхолдер MagSafe для iPhone 12: стильный и функциональный аксессуар<br/><br/>Картхолдер MagSafe для iPhone 12 выполнен из высококачественной искусственной кожи и полиуретана, что обеспечивает долговечность и стильный внешний вид. Оранжевый цвет аксессуара добавит яркости и индивидуальности вашему образу.<br/><br/>Благодаря ультралегкому дизайну и компактным размерам, картхолдер не добавляет лишнего веса и объема вашему iPhone 12.<br/><br/>Матовая поверхность и soft touch покрытие придают аксессуару элегантный и современный вид.<br/><br/>Картхолдер MagSafe совместим с Apple iPhone 12 и предназна",Картхолдер для смартфона (Leather Collection) кожаный MagSafe на iPhone 12-Оранжевый,Картхолдер для смартфона,,,,,,,,,848.2454391533473,23,0,0,0,0,0,0,0,0,0,967.141760937902,967.161082040862,967.1173701101912,4.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,127.0,117448,1280
399524,1,,"Huawei E5788 версия: e5788u-96 уценка<br/><br/>Уценка заключается в том, что на корпусе каждого роутера имеется 1 мелкая царапина. Сами роутеры новые<br/><br/>Характеристики<ul><li>Совместимость со всеми сотовыми операторами</li><li>Поддержка всех популярных частотных диапазонов, используемых в России, а также множества диапазонов, используемых в других странах мира;</li><li>Теоретическая скорость приема данных в 4G-сетях до 1 Гбит/с;</li><li>Скоростной WiFi-модуль с поддержкой стандарта 802.11ac (максимальная скорость до 867 Мбит/с);</li><li>Наличие модуля Bluetooth (как и WiFi, может «раздавать» мобиль",Мобильный 4G 3G LTE Cat. 16 1000мб/сек Huawei e5788 уценка,"Маршрутизатор, точка доступа",1.0,2.0,0.0,0.0,2.0,7.0,7.0,0.0,1017.3225175587148,797,0,0,0,0,0,0,0,0,0,1304.5644375103614,1444.4263114747762,1551.150104620175,119.0,519.0,1708.0,105.0,444.0,1452.0,9.0,47.0,119.0,1034.4206568537124,1236.4183662306689,1318.935263358766,1.0,1.0,910.0,195266,2088
78105,0,MobaPost,Данный аккумулятор полностью совместим с Вашим LG KF240,Аккумулятор для LG KF240 LGIP-330GP,Аккумулятор для мобильного телефона,,,,,,,,,725.2019524039345,1004,0,0,0,0,0,0,0,0,0,1385.3066961551742,1540.826947547893,1657.1879343348378,565.0,2660.0,8707.0,560.0,2639.0,8614.0,34.0,173.0,616.0,1124.7561591240526,1278.816889711833,1403.80399816538,4.0,4.0,1036.0,38875,99
80499,0,,"Звонок (buzzer) для Samsung J600F/J810F в сборе.Подарите своему смартфону новую жизнь,заменив несправную деталь на новую.Замену можно произвести и самому,но при этом нужно быть предельно аккуратным и нужно учитывать,что есть опасность испортить весь смартфон при разборке неумелыми действиями,кто сомневается- конечно-же лучше отдать специалистам. Все инструкции и видеоролики по разборке и установке есть в сети интернет.", Звонок (buzzer) для Samsung J600F/J810F в сборе,Динамики/Звонки для телефонов,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,618.9867635100595,882,0,0,0,0,0,0,0,0,0,1231.3681769242555,1381.8681872145078,1511.392741846553,502.0,2359.0,8538.0,455.0,2104.0,7452.0,13.0,50.0,216.0,883.4679472117639,1011.6139984013716,1144.7354093876788,3.0,3.0,1250.0,40061,916
321493,0,07Мастер,Замок люка для стиральной машины Samsung DC34-00025D,DC34-00025D УБЛ дополнительного люка стиральной машины Samsung Самсунг,"Запчасти для стиральной, сушильной машины",1.0,2.0,0.0,0.0,9.0,6.0,0.0,0.0,716.2610315734099,251,0,0,0,7,8,8,0,0,0,1227.1437955492493,1342.6823774123395,1442.6134568462444,135.0,426.0,1248.0,132.0,401.0,1158.0,2.0,10.0,31.0,748.3102771012535,933.0830724728532,1056.5950266778154,7.0,7.0,353.0,158222,1971
46855,0,,"100298, Шлейф для Nokia 3.4 плата на системный разъем/микрофон, FPC-NK34-CC, 160.00р., 100298-1, Nokia, Шлейфа<br>Вид запчасти : Шлейф<br>Ключевые слова: шлейф для Nokia 3.4<br>Модель: Nokia 3.4<br>Список совместимых устройств: Nokia 3.4, Nokia 5.4<br>Страна-изготовитель: Китай<br>Рекомендовано для: Nokia",Шлейф для Nokia 3.4 плата на системный разъем/микрофон,Шлейфы для телефонов,,,,,,,,,623.1536219652847,33,0,0,0,0,0,0,0,0,0,1173.884108727176,1305.8893554221468,1320.0879639128002,119.0,433.0,555.0,116.0,424.0,545.0,12.0,19.0,19.0,1003.0070474702964,1053.1845662246803,1053.1905609483722,7.0,7.0,137.0,23375,212
